number, dummy_non_parameter_1, dummy_non_parameter_2, dummy_non_parameter_3, dummy_non_parameter_4, sp-clause-activity-inc, sp-clause-decay, sp-clause-del-heur, sp-clause-inversion, sp-first-restart, sp-learned-clause-sort-heur, sp-learned-clauses-inc, sp-learned-size-factor, sp-max-res-lit-inc, sp-max-res-runs, sp-orig-clause-sort-heur, sp-phase-dec-heur, sp-rand-phase-dec-freq, sp-rand-phase-scaling, sp-rand-var-dec-freq, sp-rand-var-dec-scaling, sp-res-cutoff-cls, sp-res-cutoff-lits, sp-res-order-heur, sp-resolution, sp-restart-inc, sp-update-dec-queue, sp-use-pure-literal-rule, sp-var-activity-inc, sp-var-dec-heur, sp-variable-decay
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 200, 15, 1.3, 0.2, 0.5, 2, 3, 3, 0.001, 0.3, 0.001, 1.1, 20, 400, 6, 0, 1.1, 1, 0, 0.5, 10, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 50, 17, 1.4, 0.8, 1, 16, 13, 2, 0.01, 0.3, 0.001, 0.6, 16, 200, 8, 1, 1.1, 0, 1, 1.5, 10, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 50, 0, 1.2, 0.8, 4, 4, 8, 2, 0.0001, 1.1, 0.01, 0.6, 16, 800, 11, 2, 1.5, 0, 1, 1, 5, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 200, 2, 1.3, 0.8, 1, 32, 2, 1, 0, 1, 0.05, 0.3, 20, 200, 10, 0, 1.9, 1, 1, 1, 9, 2.0
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 100, 16, 1.4, 0.2, 0.25, 16, 14, 2, 0.005, 0.9, 0, 0.6, 8, 800, 18, 0, 1.7, 1, 1, 1, 5, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 100, 7, 1.4, 0.4, 0.25, 8, 7, 4, 0.0001, 0.9, 0.01, 0.9, 2, 100, 13, 1, 1.3, 0, 1, 1.5, 12, 1.1
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 25, 17, 1.1, 0.2, 4, 1, 13, 4, 0.005, 0.3, 0.05, 1, 16, 100, 4, 2, 1.9, 1, 0, 1, 15, 2.0
0, -1, 0, 0, 0, 1, 1.4, 2, 1, 400, 14, 1.1, 0.1, 1, 8, 16, 2, 0, 0.6, 0.05, 0.3, 2, 100, 19, 0, 1.3, 0, 1, 1.5, 6, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 800, 6, 1.5, 0.8, 2, 2, 9, 3, 0.01, 1.1, 0.005, 1.1, 16, 800, 19, 0, 1.1, 1, 0, 0.5, 12, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 800, 9, 1.5, 0.8, 2, 8, 6, 6, 0.001, 0.9, 0.0001, 1, 4, 200, 1, 1, 1.7, 1, 0, 1.5, 1, 1.4
0, -1, 0, 0, 0, 1.5, 2.0, 2, 1, 800, 7, 1.3, 1.6, 2, 4, 15, 3, 0.01, 0.9, 0.005, 0.9, 2, 800, 2, 1, 1.1, 1, 1, 1, 12, 2.0
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 800, 7, 1.4, 0.1, 0.25, 8, 17, 1, 0.01, 1, 0.001, 0.3, 16, 800, 13, 2, 1.7, 1, 1, 1.5, 9, 1.4
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 25, 6, 1.5, 0.8, 2, 8, 12, 4, 0.0001, 1.1, 0.01, 0.9, 16, 400, 5, 2, 1.9, 0, 1, 0.5, 1, 1.1
0, -1, 0, 0, 0, 1, 2.0, 0, 1, 50, 12, 1.4, 0.2, 4, 4, 13, 6, 0.005, 0.6, 0.005, 1.1, 16, 100, 6, 1, 1.5, 0, 0, 1.5, 7, 1.4
0, -1, 0, 0, 0, 1, 1.1, 1, 1, 200, 9, 1.4, 0.4, 0.25, 2, 12, 1, 0.005, 0.3, 0.0001, 1.1, 16, 100, 19, 1, 1.7, 1, 0, 0.5, 3, 2.0
0, -1, 0, 0, 0, 1, 1.4, 1, 1, 25, 0, 1.4, 0.8, 0.25, 4, 7, 0, 0.05, 0.6, 0.05, 0.3, 8, 100, 7, 2, 1.1, 1, 0, 1, 9, 2.0
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 50, 10, 1.3, 0.1, 4, 16, 11, 5, 0.0001, 0.9, 0.005, 1.1, 8, 200, 8, 2, 1.1, 0, 1, 1.5, 12, 1.4
0, -1, 0, 0, 0, 1, 1.1, 1, 0, 50, 13, 1.4, 0.4, 0.25, 1, 5, 1, 0.05, 1, 0.01, 1, 8, 400, 16, 2, 1.7, 1, 1, 0.5, 2, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 2, 0, 50, 17, 1.5, 0.4, 0.5, 4, 13, 3, 0.001, 0.9, 0.0001, 0.6, 8, 200, 9, 1, 1.3, 1, 0, 0.5, 7, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 3200, 2, 1.1, 0.8, 1, 1, 19, 1, 0.005, 0.3, 0.05, 1.1, 20, 400, 5, 0, 1.9, 1, 1, 0.5, 19, 1.1
0, -1, 0, 0, 0, 1, 1.4, 0, 1, 400, 19, 1.1, 0.4, 4, 4, 14, 3, 0.005, 1.1, 0.001, 1.1, 2, 100, 17, 2, 1.7, 0, 0, 1, 9, 2.0
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 25, 17, 1.3, 0.8, 0.5, 2, 15, 0, 0.005, 1.1, 0.01, 0.6, 4, 200, 5, 0, 1.3, 0, 0, 1.5, 11, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 2, 0, 200, 10, 1.4, 0.1, 0.25, 8, 5, 6, 0.0001, 0.3, 0.05, 1, 20, 100, 14, 2, 1.5, 1, 1, 1.5, 2, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 1, 1, 100, 1, 1.4, 0.8, 4, 1, 18, 2, 0, 0.3, 0.001, 0.3, 20, 1600, 11, 2, 1.9, 1, 1, 1.5, 15, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 1, 1, 25, 1, 1.5, 0.4, 1, 16, 10, 6, 0.005, 0.6, 0.0001, 1, 20, 800, 0, 0, 1.3, 0, 0, 0.5, 3, 1.4
0, -1, 0, 0, 0, 1, 1.4, 1, 0, 200, 13, 1.4, 1.6, 1, 8, 16, 2, 0.005, 1.1, 0.01, 1, 8, 400, 18, 0, 1.1, 0, 0, 1.5, 18, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 1600, 3, 1.4, 0.8, 1, 8, 6, 6, 0.01, 1.1, 0.05, 0.3, 20, 100, 16, 0, 1.9, 0, 1, 1.5, 7, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 0, 50, 14, 1.5, 0.8, 1, 1, 5, 2, 0.001, 1.1, 0, 0.3, 16, 400, 5, 0, 1.3, 1, 0, 1.5, 0, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 3200, 9, 1.1, 0.2, 0.25, 1, 9, 0, 0.05, 0.9, 0, 1.1, 4, 1600, 17, 0, 1.3, 1, 0, 1.5, 5, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 1600, 10, 1.1, 0.8, 2, 2, 1, 4, 0.05, 0.6, 0.01, 0.9, 2, 400, 12, 0, 1.5, 1, 0, 0.5, 11, 2.0
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 25, 17, 1.3, 0.4, 0.5, 32, 16, 2, 0, 1.1, 0.001, 1, 8, 800, 13, 0, 1.7, 0, 0, 1.5, 12, 2.0
0, -1, 0, 0, 0, 1, 1.4, 2, 0, 100, 17, 1.1, 0.1, 4, 4, 10, 3, 0, 0.9, 0, 0.9, 20, 1600, 11, 2, 1.9, 0, 1, 1.5, 19, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 1, 0, 400, 1, 1.5, 0.8, 0.25, 4, 9, 4, 0.01, 0.6, 0.001, 0.3, 4, 800, 13, 1, 1.3, 0, 1, 1, 6, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 0, 0, 100, 7, 1.3, 0.4, 0.25, 1, 4, 1, 0.0001, 0.6, 0.005, 1.1, 20, 100, 19, 0, 1.9, 1, 1, 1, 18, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 0, 0, 200, 0, 1.5, 0.2, 0.25, 4, 12, 5, 0.05, 0.3, 0, 0.9, 2, 1600, 10, 1, 1.7, 0, 1, 1.5, 15, 1.1
0, -1, 0, 0, 0, 0.5, 1.1, 0, 0, 1600, 17, 1.5, 0.8, 2, 2, 9, 1, 0.0001, 1.1, 0.005, 0.6, 16, 400, 18, 2, 1.9, 1, 0, 1, 19, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 200, 19, 1.5, 0.1, 1, 4, 1, 1, 0.0001, 0.3, 0.05, 1.1, 8, 100, 16, 2, 1.3, 0, 1, 1.5, 10, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 100, 17, 1.5, 0.4, 0.5, 1, 4, 2, 0, 0.6, 0.01, 1.1, 4, 400, 10, 2, 1.3, 1, 0, 0.5, 17, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 25, 8, 1.4, 0.2, 0.25, 1, 7, 0, 0.05, 0.9, 0.01, 1, 4, 100, 10, 0, 1.7, 1, 0, 0.5, 16, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 2, 1, 200, 11, 1.1, 1.6, 2, 4, 13, 4, 0, 0.3, 0.005, 0.3, 20, 400, 16, 1, 1.7, 0, 0, 1.5, 2, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 25, 6, 1.3, 0.8, 0.5, 1, 15, 6, 0.005, 1, 0.0001, 0.9, 2, 400, 1, 0, 1.5, 0, 0, 1.5, 9, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 100, 13, 1.3, 0.8, 1, 8, 10, 4, 0.05, 0.9, 0, 1.1, 20, 400, 5, 1, 1.1, 0, 1, 1, 3, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 2, 0, 25, 18, 1.3, 0.2, 2, 4, 10, 2, 0, 0.9, 0.001, 1, 20, 100, 1, 0, 1.7, 0, 0, 1, 14, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 25, 0, 1.5, 0.4, 0.25, 32, 14, 1, 0.01, 0.9, 0.0001, 0.9, 2, 400, 13, 1, 1.1, 1, 1, 1, 10, 2.0
0, -1, 0, 0, 0, 1, 1.1, 1, 1, 50, 0, 1.1, 0.4, 0.5, 1, 5, 5, 0.005, 0.9, 0.0001, 1.1, 20, 200, 16, 0, 1.7, 1, 0, 1, 2, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 2, 1, 800, 9, 1.2, 0.4, 1, 4, 18, 3, 0.005, 0.3, 0.01, 0.9, 8, 100, 16, 2, 1.5, 0, 1, 1.5, 10, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 1, 1, 25, 9, 1.2, 0.2, 0.25, 4, 3, 0, 0.001, 1, 0.001, 0.9, 2, 400, 8, 0, 1.1, 0, 0, 1, 9, 2.0
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 200, 17, 1.5, 0.8, 2, 32, 2, 5, 0, 0.3, 0.01, 0.3, 8, 800, 3, 0, 1.3, 1, 1, 1.5, 13, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 2, 1, 800, 0, 1.3, 1.6, 4, 32, 1, 2, 0.01, 0.6, 0.0001, 1.1, 4, 100, 6, 1, 1.7, 1, 1, 1.5, 6, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 100, 16, 1.2, 0.4, 2, 1, 14, 4, 0, 0.6, 0.05, 1.1, 16, 400, 14, 2, 1.9, 1, 0, 1.5, 1, 2.0
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 400, 8, 1.4, 0.1, 1, 8, 18, 6, 0.0001, 0.9, 0.0001, 0.6, 16, 1600, 4, 2, 1.9, 0, 0, 1, 2, 2.0
0, -1, 0, 0, 0, 0.5, 2.0, 2, 0, 3200, 8, 1.3, 0.1, 0.25, 2, 0, 0, 0.0001, 0.9, 0.001, 1, 20, 200, 8, 1, 1.3, 1, 0, 1, 10, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 1, 1, 100, 2, 1.3, 0.8, 2, 4, 0, 5, 0.01, 1.1, 0.005, 0.9, 8, 400, 13, 1, 1.3, 1, 0, 1, 14, 1.1
0, -1, 0, 0, 0, 1, 1.4, 0, 1, 3200, 13, 1.5, 1.6, 0.25, 16, 17, 6, 0.005, 1, 0, 1, 16, 1600, 12, 2, 1.1, 1, 0, 1.5, 7, 1.1
0, -1, 0, 0, 0, 1, 1.4, 1, 1, 400, 15, 1.3, 0.1, 2, 2, 16, 6, 0.001, 0.6, 0.005, 1, 20, 200, 15, 0, 1.3, 1, 0, 1, 6, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 400, 3, 1.1, 1.6, 0.25, 16, 6, 6, 0.01, 0.6, 0.005, 0.6, 16, 100, 8, 0, 1.7, 0, 0, 1.5, 11, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 200, 19, 1.4, 0.2, 1, 32, 1, 1, 0.01, 0.6, 0.0001, 1.1, 16, 1600, 2, 2, 1.3, 0, 1, 1.5, 10, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 400, 5, 1.2, 1.6, 4, 4, 18, 1, 0.05, 1, 0.001, 1.1, 2, 1600, 6, 1, 1.3, 0, 1, 0.5, 15, 1.1
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 400, 13, 1.3, 0.2, 0.5, 1, 0, 2, 0.01, 1.1, 0.0001, 1.1, 4, 400, 11, 0, 1.7, 0, 1, 1, 14, 1.4
0, -1, 0, 0, 0, 1, 1.1, 0, 1, 100, 10, 1.5, 0.4, 1, 32, 12, 5, 0.001, 0.6, 0.01, 1.1, 16, 800, 0, 2, 1.5, 0, 1, 0.5, 4, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 1, 0, 100, 4, 1.3, 0.8, 0.25, 4, 15, 1, 0, 0.9, 0.01, 0.9, 4, 200, 7, 0, 1.5, 1, 1, 0.5, 2, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 800, 17, 1.2, 1.6, 1, 32, 1, 2, 0.05, 1, 0.01, 1, 4, 200, 15, 2, 1.7, 1, 0, 1.5, 8, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 2, 0, 100, 16, 1.5, 0.8, 2, 8, 5, 6, 0.005, 0.3, 0.05, 0.6, 4, 400, 5, 0, 1.1, 0, 1, 1, 8, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 200, 2, 1.1, 0.8, 1, 4, 13, 6, 0.01, 0.3, 0.005, 1, 4, 400, 16, 2, 1.5, 1, 1, 1, 4, 1.1
0, -1, 0, 0, 0, 1, 2.0, 2, 0, 400, 12, 1.1, 1.6, 0.5, 1, 0, 2, 0.05, 0.6, 0.0001, 0.3, 20, 800, 19, 2, 1.5, 0, 1, 1, 2, 1.4
0, -1, 0, 0, 0, 1, 1.1, 1, 1, 25, 11, 1.3, 0.4, 2, 2, 5, 0, 0.01, 0.9, 0.01, 1.1, 8, 800, 19, 2, 1.7, 0, 1, 1, 11, 2.0
0, -1, 0, 0, 0, 1, 1.1, 0, 0, 100, 17, 1.3, 0.8, 1, 32, 7, 1, 0.05, 0.9, 0, 1.1, 16, 800, 12, 0, 1.1, 0, 0, 0.5, 9, 1.1
0, -1, 0, 0, 0, 1, 1.4, 0, 1, 200, 4, 1.5, 0.4, 4, 4, 17, 4, 0.01, 1, 0, 1.1, 8, 800, 3, 2, 1.7, 0, 0, 0.5, 4, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 800, 10, 1.1, 0.4, 0.25, 2, 7, 1, 0.05, 1, 0.001, 0.9, 20, 1600, 2, 2, 1.1, 0, 1, 1.5, 4, 1.1
0, -1, 0, 0, 0, 1.5, 1.4, 2, 1, 1600, 11, 1.3, 0.4, 4, 8, 12, 4, 0.005, 0.9, 0.001, 1.1, 8, 100, 2, 0, 1.1, 0, 1, 0.5, 0, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 400, 14, 1.2, 1.6, 4, 2, 5, 1, 0, 1.1, 0, 0.3, 4, 200, 8, 2, 1.3, 0, 1, 0.5, 14, 2.0
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 1600, 9, 1.5, 0.8, 1, 2, 12, 1, 0.0001, 1, 0, 1, 2, 400, 18, 2, 1.7, 1, 0, 0.5, 14, 1.1
0, -1, 0, 0, 0, 1, 1.1, 0, 1, 200, 9, 1.4, 0.8, 1, 16, 9, 1, 0.05, 1.1, 0.05, 1.1, 2, 800, 2, 2, 1.3, 0, 0, 1, 18, 1.4
0, -1, 0, 0, 0, 1, 1.1, 1, 1, 200, 8, 1.2, 1.6, 2, 4, 14, 1, 0.0001, 0.6, 0.05, 0.9, 4, 400, 7, 1, 1.1, 0, 0, 1.5, 10, 1.4
0, -1, 0, 0, 0, 1.5, 1.4, 1, 1, 3200, 1, 1.1, 0.2, 0.5, 8, 9, 5, 0.0001, 1.1, 0.005, 0.9, 20, 400, 8, 1, 1.5, 0, 1, 1.5, 17, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 2, 0, 3200, 18, 1.5, 0.4, 2, 1, 12, 2, 0.005, 1, 0.01, 1, 4, 1600, 10, 2, 1.7, 0, 0, 1.5, 1, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 1, 50, 19, 1.4, 0.4, 1, 32, 14, 1, 0.01, 1.1, 0.01, 1.1, 8, 200, 18, 1, 1.9, 0, 1, 1.5, 18, 1.4
0, -1, 0, 0, 0, 1.5, 2.0, 2, 1, 3200, 3, 1.2, 1.6, 1, 1, 9, 1, 0.001, 0.9, 0.001, 1, 20, 100, 18, 2, 1.5, 1, 0, 0.5, 17, 2.0
0, -1, 0, 0, 0, 1.5, 1.1, 0, 0, 200, 19, 1.1, 1.6, 2, 16, 0, 2, 0, 0.3, 0.05, 0.9, 4, 800, 17, 0, 1.9, 0, 0, 1, 4, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 2, 0, 3200, 17, 1.4, 0.1, 1, 4, 10, 6, 0, 0.9, 0.0001, 0.6, 2, 800, 12, 2, 1.3, 0, 1, 0.5, 12, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 100, 18, 1.4, 0.4, 0.5, 16, 7, 3, 0.005, 1.1, 0.0001, 0.3, 8, 800, 9, 1, 1.7, 1, 0, 1, 8, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 1, 1, 200, 5, 1.1, 0.2, 2, 2, 0, 6, 0, 0.3, 0.001, 1, 16, 400, 16, 2, 1.7, 1, 1, 0.5, 10, 1.4
0, -1, 0, 0, 0, 1.5, 2.0, 1, 1, 400, 7, 1.2, 0.8, 1, 8, 5, 3, 0.005, 1, 0, 0.6, 4, 800, 11, 2, 1.9, 0, 0, 1, 2, 1.4
0, -1, 0, 0, 0, 0.5, 1.1, 2, 0, 100, 18, 1.3, 1.6, 4, 8, 19, 1, 0.05, 0.3, 0.001, 1.1, 16, 800, 6, 0, 1.1, 0, 1, 0.5, 7, 1.4
0, -1, 0, 0, 0, 0.5, 2.0, 1, 1, 800, 2, 1.1, 1.6, 0.25, 1, 2, 0, 0.001, 1, 0, 1, 20, 800, 3, 2, 1.3, 1, 0, 1, 4, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 100, 13, 1.1, 1.6, 0.25, 2, 16, 6, 0.005, 1.1, 0.05, 1.1, 20, 1600, 13, 0, 1.3, 0, 1, 1.5, 5, 1.1
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 100, 16, 1.2, 0.8, 0.25, 2, 3, 3, 0.05, 0.9, 0.0001, 0.6, 16, 200, 4, 1, 1.7, 0, 1, 1.5, 6, 2.0
0, -1, 0, 0, 0, 1, 1.1, 2, 1, 100, 9, 1.5, 0.8, 2, 4, 2, 6, 0.001, 1.1, 0, 0.6, 2, 100, 4, 0, 1.9, 1, 1, 0.5, 12, 1.4
0, -1, 0, 0, 0, 1.5, 1.1, 0, 1, 1600, 0, 1.4, 0.4, 4, 2, 12, 3, 0.005, 0.6, 0.01, 0.3, 8, 200, 2, 0, 1.5, 1, 1, 1, 4, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 0, 1, 200, 0, 1.5, 0.2, 2, 2, 2, 0, 0.001, 0.6, 0.05, 1.1, 2, 1600, 18, 2, 1.5, 1, 1, 1, 13, 2.0
0, -1, 0, 0, 0, 0.5, 2.0, 0, 0, 50, 7, 1.3, 0.1, 1, 8, 4, 0, 0.001, 0.6, 0.005, 1.1, 8, 200, 6, 1, 1.5, 0, 1, 0.5, 17, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 3200, 2, 1.2, 0.1, 4, 1, 1, 6, 0.01, 0.9, 0.01, 0.9, 8, 200, 13, 1, 1.9, 0, 1, 0.5, 19, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 50, 2, 1.5, 1.6, 4, 2, 10, 4, 0.05, 0.9, 0.001, 0.3, 8, 400, 7, 1, 1.3, 1, 1, 1, 18, 1.1
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 3200, 5, 1.3, 0.1, 4, 2, 3, 1, 0.001, 1, 0.05, 0.6, 8, 100, 18, 2, 1.1, 1, 0, 1.5, 7, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 0, 400, 17, 1.5, 0.1, 1, 1, 0, 0, 0.0001, 1.1, 0, 0.6, 4, 1600, 8, 1, 1.5, 0, 1, 1, 14, 1.4
0, -1, 0, 0, 0, 1, 2.0, 1, 1, 400, 3, 1.5, 0.8, 0.5, 1, 13, 5, 0.01, 1.1, 0.0001, 0.3, 8, 800, 17, 0, 1.9, 0, 1, 0.5, 9, 1.1
0, -1, 0, 0, 0, 1, 1.1, 2, 0, 800, 2, 1.3, 0.2, 1, 1, 5, 6, 0.05, 1.1, 0.005, 0.6, 2, 1600, 0, 1, 1.5, 1, 0, 1.5, 14, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 1, 0, 1600, 15, 1.4, 1.6, 1, 4, 8, 4, 0.01, 0.6, 0.005, 0.9, 4, 100, 0, 2, 1.7, 0, 0, 1, 4, 1.1
0, -1, 0, 0, 0, 1.5, 2.0, 1, 0, 25, 18, 1.3, 0.4, 1, 32, 6, 1, 0.005, 0.9, 0.0001, 0.3, 8, 800, 7, 2, 1.3, 1, 0, 0.5, 14, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 1, 1, 50, 8, 1.2, 0.8, 1, 8, 12, 5, 0, 1.1, 0.0001, 1.1, 8, 1600, 17, 2, 1.5, 1, 0, 0.5, 7, 1.1
0, -1, 0, 0, 0, 0.5, 1.1, 2, 1, 100, 14, 1.5, 0.4, 2, 1, 0, 5, 0.05, 0.3, 0, 0.6, 16, 200, 16, 2, 1.3, 1, 1, 0.5, 19, 1.1
0, -1, 0, 0, 0, 1, 1.4, 2, 0, 1600, 2, 1.3, 1.6, 4, 1, 12, 4, 0.01, 0.6, 0, 0.9, 20, 800, 4, 1, 1.3, 0, 0, 1.5, 1, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 2, 0, 3200, 10, 1.3, 1.6, 4, 16, 5, 3, 0.0001, 1, 0, 0.6, 8, 1600, 3, 1, 1.1, 1, 0, 1, 5, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 1, 1, 25, 15, 1.1, 0.2, 2, 4, 8, 6, 0.001, 0.3, 0.001, 1.1, 2, 200, 8, 0, 1.9, 1, 1, 1.5, 7, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 0, 1600, 19, 1.2, 0.8, 1, 32, 3, 1, 0.05, 1.1, 0, 0.6, 2, 200, 4, 2, 1.3, 1, 1, 0.5, 18, 2.0
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 800, 13, 1.3, 0.4, 0.5, 4, 1, 4, 0.01, 0.6, 0.005, 0.6, 2, 800, 14, 2, 1.3, 0, 1, 0.5, 12, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 0, 0, 1600, 14, 1.1, 0.2, 0.25, 2, 4, 1, 0.005, 0.6, 0, 0.3, 2, 800, 4, 2, 1.5, 1, 0, 0.5, 5, 2.0
0, -1, 0, 0, 0, 0.5, 1.1, 0, 1, 100, 16, 1.2, 0.2, 1, 8, 1, 0, 0.05, 0.3, 0, 1.1, 2, 100, 19, 2, 1.7, 1, 0, 1, 13, 1.4
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 50, 15, 1.5, 0.1, 4, 2, 15, 3, 0.005, 1.1, 0, 1.1, 16, 400, 18, 1, 1.5, 0, 0, 1.5, 4, 1.4
0, -1, 0, 0, 0, 1, 1.4, 1, 1, 400, 19, 1.4, 1.6, 0.5, 2, 7, 5, 0.05, 1.1, 0.005, 0.9, 8, 200, 16, 0, 1.7, 1, 1, 1.5, 14, 2.0
0, -1, 0, 0, 0, 1, 1.4, 1, 1, 50, 3, 1.4, 1.6, 0.5, 4, 4, 3, 0.05, 0.9, 0.0001, 0.3, 20, 800, 1, 2, 1.7, 0, 0, 1, 11, 2.0
0, -1, 0, 0, 0, 1, 1.4, 0, 0, 25, 4, 1.4, 0.2, 4, 1, 19, 3, 0, 0.3, 0.05, 0.9, 20, 400, 4, 1, 1.7, 0, 1, 0.5, 0, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 1, 1, 800, 4, 1.4, 1.6, 1, 1, 8, 1, 0.05, 0.9, 0.005, 0.3, 20, 400, 12, 2, 1.1, 1, 1, 1, 9, 1.1
0, -1, 0, 0, 0, 1.5, 1.1, 2, 0, 800, 5, 1.4, 0.4, 1, 16, 6, 0, 0, 0.9, 0.0001, 0.6, 16, 400, 3, 0, 1.9, 0, 0, 1, 1, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 0, 800, 13, 1.1, 0.4, 1, 8, 16, 3, 0.01, 1, 0.05, 1, 20, 200, 7, 0, 1.9, 0, 0, 1, 18, 2.0
0, -1, 0, 0, 0, 1.5, 1.4, 2, 0, 1600, 10, 1.5, 0.2, 0.5, 4, 2, 4, 0.001, 0.9, 0.0001, 0.3, 16, 800, 0, 1, 1.1, 1, 0, 1.5, 11, 1.1
0, -1, 0, 0, 0, 1, 1.4, 0, 1, 400, 6, 1.4, 1.6, 0.25, 8, 16, 5, 0.01, 0.3, 0.0001, 0.3, 8, 200, 0, 1, 1.1, 0, 1, 0.5, 12, 1.1
0, -1, 0, 0, 0, 0.5, 1.4, 2, 1, 400, 1, 1.2, 0.2, 1, 1, 17, 1, 0.001, 0.6, 0, 1.1, 4, 400, 13, 1, 1.5, 0, 1, 1, 10, 1.1
0, -1, 0, 0, 0, 0.5, 2.0, 2, 1, 50, 1, 1.4, 1.6, 0.5, 8, 14, 3, 0.01, 0.3, 0.005, 0.6, 8, 100, 17, 1, 1.9, 1, 1, 1, 16, 1.4
0, -1, 0, 0, 0, 1, 2.0, 2, 1, 50, 14, 1.1, 0.2, 0.5, 16, 11, 5, 0.05, 0.3, 0.01, 0.3, 8, 100, 1, 2, 1.5, 0, 0, 0.5, 1, 2.0
0, -1, 0, 0, 0, 0.5, 1.4, 0, 1, 800, 6, 1.4, 0.8, 4, 32, 7, 3, 0.01, 1.1, 0.0001, 1.1, 4, 1600, 19, 0, 1.3, 1, 0, 0.5, 10, 1.1
